emp_no,first_name,second_name,birth_date,wage,hire_date
2119,Tina,Smith,1996-04-09,54515.46,2020-06-21
2120,Stephanie,Davis,1989-01-17,45161.53,2021-03-26
2121,Joshua,Clayton,2000-02-22,10004.49,2021-07-24
2122,Nancy,Garcia,1980-11-06,77593.41,2018-08-23
2123,Kyle,Hernandez,1986-11-03,5900.67,2018-04-29
2124,Tammy,Moore,1985-01-13,45873.63,2021-12-19
2125,Jean,Mueller,1981-08-31,81908.76,2019-01-28
2126,Matthew,Garza,1999-01-10,13345.15,2018-01-09
2127,Nicole,King,1985-08-19,90965.27,2019-05-18
2128,Daniel,Sanchez,1987-07-03,33299.89,2021-07-20
2129,Timothy,Schultz,1998-03-16,39189.46,2018-10-31
2130,Brett,Rivera,1995-03-05,2656.16,2019-03-25
2131,Thomas,Galvan,1990-02-28,45815.1,2021-04-23
2132,Kathryn,Burnett,1997-10-14,93984.14,2018-12-30
2133,Daniel,Green,1997-10-17,41548.01,2018-09-26
2134,Michael,Johnson,1995-09-28,52469.61,2018-10-18
2135,Christian,Johnson,1982-11-05,21221.89,2019-08-11
2136,Jeffrey,Hernandez,1996-01-29,70858.3,2021-06-22
2137,Corey,Richards,1999-06-16,92493.35,2019-12-07
2138,James,Ayala,1988-05-02,91224.55,2019-08-23
2139,Melissa,Wells,1994-03-10,81409.39,2021-10-06
2140,Scott,Hernandez,1991-02-04,83345.65,2019-05-14
2141,Kristi,Kim,1990-11-21,27567.21,2020-05-28
2142,Alicia,Baker,1991-03-21,85257.84,2018-10-14
2143,Wendy,Barker,1977-02-01,12380.78,2018-12-19
2144,Veronica,Davis,1990-06-15,50312.77,2021-07-08
2145,Holly,Conley,1999-01-04,8052.05,2021-02-11
2146,Sarah,Knight,1977-12-26,99694.29,2020-06-18
2147,Kevin,Brown,1982-01-18,57812.06,2021-06-04
2148,Joseph,Sanders,1995-12-17,20771.39,2019-03-20
2149,Sheryl,Salazar,1996-07-20,61944.2,2020-05-29
2150,Candace,Sanchez,1994-04-07,26853.71,2019-11-22
2151,Zachary,Washington,1996-11-06,78742.87,2020-01-10
2152,Jennifer,Nguyen,1989-07-01,66713.01,2018-12-17
2153,Raymond,Villa,1991-10-03,80001.93,2021-04-30
2154,Megan,Ortiz,1988-04-27,18502.12,2018-07-24
2155,Stephen,Boyd,1978-01-14,68285.89,2021-09-07
2156,Thomas,Howard,1981-03-15,15591.36,2019-01-23
2157,Matthew,Fuller,1986-01-24,54361.34,2019-04-05
2158,Michael,Lynn,1987-07-28,6698.09,2018-08-03
2159,Brianna,Jones,1980-10-12,16182.15,2019-09-22
2160,Frances,Martin,1995-01-19,36053.76,2020-05-26
2161,Joseph,Garcia,1988-01-02,61550.96,2019-10-27
2162,Sylvia,Medina,1977-01-24,52889.13,2021-03-01
2163,Tanya,Smith,1989-10-20,77213.74,2019-02-22
2164,Mr.,Christopher,1983-08-23,45421.52,2018-11-10
2165,Dr.,Lauren,1991-09-10,32127.06,2019-12-20
2166,Amy,Henry,1984-03-27,92702.52,2019-07-24
2167,Spencer,Garcia,1996-03-18,47245.35,2020-12-29
2168,Jessica,Ramirez,1977-06-18,98679.09,2019-04-08
2169,Bobby,Mcdowell,1982-04-26,24386.38,2021-01-01
2170,Yvonne,Lynch,1997-06-29,10540.21,2020-09-10
2171,Maria,Glass,1995-11-09,80350.23,2021-11-05
2172,Tracy,Myers,1990-05-06,52034.37,2019-05-04
2173,David,Thomas,1982-09-07,44441.96,2020-04-04
2174,Gina,Cameron,1980-08-05,20034.93,2019-07-02
2175,Kevin,Webb,1985-02-27,64139.58,2019-08-29
2176,Andrew,King,1988-10-19,53588.48,2021-03-09
2177,Christina,Scott,1980-05-10,78595.89,2021-05-23
2178,Gary,Gibson,1978-04-12,66884.12,2018-11-20
2179,Robert,Reed,1988-11-22,97774.44,2019-01-22
2180,Julie,Gill,1983-03-06,47095.18,2020-01-13
2181,Christopher,Howe,1989-12-15,26234.0,2018-02-17
2182,Jason,Wallace,1987-05-14,74507.21,2021-10-28
2183,Adam,Rangel,1988-09-20,96193.19,2019-06-19
2184,David,Schaefer,1995-04-21,41950.71,2021-04-27
2185,Michael,Bell,1985-08-08,72548.96,2018-01-17
2186,Eric,Knapp,1996-10-14,60286.5,2018-04-09
2187,Bryan,Hampton,1983-12-01,87168.13,2021-11-24
2188,Tanya,Clark,1997-02-14,19861.49,2021-05-31
2189,Deanna,Gardner,1996-10-31,15040.87,2018-10-24
2190,Ruth,Peterson,1983-07-08,23229.8,2021-04-22
2191,Joyce,Chapman,1986-10-11,10395.93,2020-12-21
2192,Brooke,Guerrero,1980-01-29,2455.13,2021-05-07
2193,Dean,Stone,1991-12-10,38727.38,2020-12-06
2194,Chelsea,Stewart,1996-10-23,85853.97,2020-03-08
2195,Miguel,Lindsey,1984-12-08,44222.94,2021-08-29
2196,Gregg,Roberts,1996-03-31,23370.9,2018-01-13
2197,Kathleen,Nelson,1989-07-20,70514.27,2019-01-06
2198,Luis,Lee,1981-08-19,80761.26,2021-10-23
2199,Andrew,Castillo,1988-05-01,37513.17,2019-03-23
2200,John,Tate,1993-12-29,55845.52,2021-07-30
2201,Amy,Robinson,1999-11-21,67370.9,2021-01-04
2202,Todd,Velasquez,1992-02-01,66013.29,2020-07-27
2203,April,Jenkins,1986-12-23,24365.84,2018-04-10
2204,Kevin,Gilbert,1983-08-29,14953.89,2018-04-23
2205,Alexis,Barker,1995-09-21,37289.02,2019-12-23
2206,Kevin,Gray,1983-02-21,57696.43,2018-10-17
2207,Daniel,Simpson,1984-02-13,43033.14,2020-12-19
2208,Kari,Wilcox,1977-03-03,21222.64,2021-07-30
2209,Jonathan,Smith,1979-04-22,47582.02,2020-07-02
2210,John,Perez,1991-06-21,75193.75,2018-05-12
2211,Raymond,Lopez,1997-04-18,65763.36,2019-10-25
2212,Dr.,Nathaniel,1982-12-19,12536.11,2021-05-26
2213,Joseph,Mitchell,1985-09-09,77287.95,2020-10-06
2214,Nicholas,Wilson,1987-04-29,87877.21,2019-06-28
2215,Scott,Golden,1994-05-10,65079.43,2021-01-12
2216,Suzanne,Barnes,1977-08-21,8677.65,2019-11-20
2217,Curtis,Fisher,1993-03-09,34331.45,2018-03-20
2218,Kurt,Barnes,1986-11-28,10157.41,2018-12-15
2219,James,Harris,1987-10-11,86718.01,2019-06-19
2220,Brianna,Cruz,1992-11-24,18537.48,2020-01-02
2221,Kenneth,Vance,1977-01-09,35538.99,2020-01-21
2222,Danielle,Zimmerman,1979-01-15,21736.77,2019-01-25
2223,Vanessa,Mejia,1993-02-17,41822.39,2019-04-05
2224,Heather,King,1993-08-16,93837.8,2019-02-07
2225,Denise,Bennett,1978-08-30,7254.04,2019-10-08
2226,Wayne,Edwards,1998-12-15,68981.54,2019-04-26
2227,Anthony,Sandoval,1994-06-14,76123.9,2019-02-23
2228,Stephanie,Martinez,1990-01-29,46900.27,2021-09-29
2229,Thomas,Jones,1980-01-13,45026.97,2019-12-02
2230,Mariah,Martin,1979-02-11,92088.34,2018-01-19
2231,Richard,Walker,1978-03-29,30432.79,2020-04-01
2232,Kathryn,Franco,1992-11-28,1625.33,2018-09-13
2233,Brian,Gordon,1990-01-31,38237.07,2020-12-28
2234,Karen,Brown,1977-08-04,44294.37,2019-07-09
2235,Christopher,Hill,1983-11-24,58129.0,2019-01-06
2236,Gregory,Davenport,1986-07-19,71729.48,2021-02-06
2237,Robin,Baxter,1991-06-05,63527.17,2019-08-10
2238,David,Hughes,1985-02-11,69398.24,2018-12-16
2239,Andrea,Scott,2000-04-07,65969.54,2021-01-12
2240,Tara,Sharp,1993-04-07,15464.32,2021-08-20
2241,Alicia,Mcdonald,1980-02-04,66122.45,2021-12-03
2242,John,Daniels,1990-01-28,92059.52,2019-04-04
2243,Brian,Pugh,1980-07-28,12105.64,2021-06-11
2244,Andrew,Mcdonald,1986-03-29,33474.22,2021-10-19
2245,Crystal,Lam,1998-10-28,93616.58,2019-01-04
2246,Michelle,Suarez,1999-12-08,59085.23,2018-04-04
2247,Christine,Bean,1977-08-25,65996.74,2021-07-03
2248,Kyle,Lee,1985-10-02,10680.01,2018-06-07
2249,Jason,Howard,1982-11-05,17330.93,2019-02-20
2250,John,Jones,1990-05-10,80284.17,2020-07-01
2251,David,Gates,1995-09-24,88963.13,2021-08-28
2252,Frank,Cooper,1980-09-24,41028.09,2019-08-15
2253,Brittany,Jenkins,1981-07-14,42208.38,2019-08-01
2254,Justin,Duarte,1980-08-28,51591.43,2018-04-22
2255,Victor,Randall,1994-08-07,25898.49,2019-08-01
2256,Jordan,May,1982-06-09,1155.39,2018-07-07
2257,Patrick,Riggs,1998-07-13,20535.32,2021-07-01
2258,Robert,Cline,1989-07-29,67912.93,2020-03-01
2259,Jacqueline,Jenkins,1987-09-17,16541.92,2019-12-03
2260,Kelly,Ortega,1982-10-25,5427.39,2018-04-10
2261,John,Miller,1984-08-09,8286.5,2021-11-17
2262,William,Warren,1990-09-19,78656.5,2021-12-07
2263,Yvette,Figueroa,1991-03-26,94623.54,2019-04-01
2264,Elizabeth,Johnson,1998-01-24,4873.78,2019-08-09
2265,Tracy,Peters,1990-03-10,77515.48,2021-01-04
2266,Jonathan,Smith,1981-09-06,488.49,2020-02-10
2267,James,Richmond,1991-06-01,77133.26,2019-09-23
2268,Molly,Lee,1989-09-09,14382.5,2018-10-01
2269,Meredith,Martinez,1998-08-02,26334.42,2018-08-18
2270,Sydney,Nixon,1997-05-29,72857.92,2018-07-27
2271,Allison,Wilson,1994-06-10,77501.79,2021-06-01
2272,James,Tucker,1983-12-16,80252.6,2020-05-09
2273,Stephanie,Cantu,1979-03-03,10655.86,2021-06-29
2274,Dr.,Danielle,1991-12-21,73327.87,2020-02-26
2275,Maria,Anderson,1987-02-23,23028.55,2019-08-02
2276,Elizabeth,Lara,1998-04-29,72651.75,2019-08-16
2277,John,Sanchez,1982-12-27,65436.57,2021-06-15
2278,Katherine,Olson,1978-12-26,48704.92,2018-08-08
2279,Karen,Downs,1988-04-17,22195.19,2019-03-09
2280,Richard,Sanchez,1995-05-26,70846.28,2021-10-13
2281,David,Leblanc,1989-09-24,50055.63,2019-11-03
2282,Matthew,Robinson,1995-04-06,85766.01,2019-01-01
2283,John,Rodriguez,1985-04-04,66846.23,2021-03-15
2284,Adam,Richard,1979-07-02,37730.0,2019-01-17
2285,William,Smith,1993-04-15,34108.93,2020-12-20
2286,Amy,Perez,1986-01-07,18340.57,2020-01-10
2287,Amber,Phillips,1979-10-22,99298.21,2019-04-30
2288,James,Turner,1996-06-28,42316.47,2021-02-24
2289,Steven,Mason,1999-03-18,48189.08,2019-11-17
2290,Eric,Phillips,1990-01-13,24704.88,2020-08-31
2291,Lori,Wilson,1984-05-20,3053.43,2021-10-23
2292,Michelle,Chen,1999-03-02,31999.41,2020-07-23
2293,Stephanie,Scott,1987-09-04,58268.94,2019-07-04
2294,Adam,Soto,1979-06-30,48681.82,2018-06-13
2295,Andrew,Johnson,1994-02-16,60437.4,2021-04-19
2296,Jordan,Reyes,1987-01-25,87894.16,2018-06-14
2297,Alejandro,Aguilar,1983-12-03,79829.25,2018-04-16
2298,Paige,Mckinney,1989-12-04,40733.04,2019-08-30
2299,Crystal,Howard,1991-09-04,19908.3,2019-02-15
2300,Michael,Mills,1987-03-08,14865.61,2018-04-01
2301,Jacob,Jackson,1994-04-12,32633.39,2021-04-08
2302,Emily,Berry,1994-10-30,37721.18,2019-11-12
2303,David,Mills,1985-04-18,11496.03,2019-05-18
2304,Karen,White,1988-07-03,27072.64,2018-12-13
2305,Gene,Stevens,1980-10-25,31635.59,2021-06-28
2306,Christina,Mayer,1985-08-29,1552.67,2018-07-30
2307,Alicia,Lawrence,1996-11-11,87669.61,2018-06-28
2308,Douglas,Wood,1981-09-08,75080.45,2020-05-12
2309,Megan,Ramirez,1989-04-15,46920.25,2018-10-17
2310,Alice,Lee,1980-07-31,11642.84,2020-10-19
2311,Andrew,Allen,1977-09-20,81938.93,2020-02-23
2312,Amanda,Fitzgerald,1986-01-02,75811.3,2018-10-25
2313,Joseph,Mendez,1991-09-06,6862.12,2021-06-21
2314,Rebecca,Watkins,1979-06-04,92610.74,2018-04-06
2315,Elizabeth,Williams,1999-06-30,33157.99,2019-07-24
2316,Michael,Wilson,1996-03-08,59063.72,2020-06-13
2317,Benjamin,Taylor,1977-09-25,52286.16,2021-07-25
2318,Todd,Campos,1991-06-23,12628.55,2021-02-02
2319,Jacob,Holt,1987-06-22,10032.45,2021-11-19
2320,Stephanie,Haynes,1984-01-08,3632.96,2021-06-28
2321,Stacey,Kennedy,1992-07-29,30490.27,2020-10-15
2322,Kelly,Lynch,1982-01-17,6739.96,2021-09-22
2323,Joseph,Salas,1991-05-29,23807.35,2018-12-07
2324,Rebecca,Hatfield,1993-09-12,18134.29,2021-09-29
2325,Julie,Brown,1995-10-24,11500.29,2019-05-12
2326,Don,Perez,1996-01-06,65307.23,2020-04-01
2327,Mark,Bowers,1998-05-23,78425.48,2019-06-08
2328,Bradley,Butler,1991-08-22,87481.24,2021-03-28
2329,Chelsea,Lopez,1984-08-04,51895.23,2020-11-11
2330,Ruth,Castillo,1996-03-22,90861.42,2018-04-07
2331,Beth,Scott,1997-02-23,42263.77,2021-05-06
2332,Teresa,Reynolds,1995-04-24,96097.01,2021-02-13
2333,Earl,Mcdonald,1991-10-27,83954.83,2020-04-20
2334,Mary,Ballard,1978-05-02,41670.55,2020-02-21
2335,Robert,Jackson,1992-08-11,51004.28,2020-12-17
2336,Krystal,Ross,1993-04-18,52898.36,2020-10-22
2337,Cathy,Smith,1992-04-09,16089.07,2019-07-04
2338,Jack,Brown,1985-05-05,12032.2,2019-02-05
2339,Bruce,Webb,1997-12-18,97289.14,2020-08-23
2340,Benjamin,Chang,1996-05-31,34389.23,2020-02-20
2341,Margaret,Jones,1986-05-20,86080.29,2018-08-24
2342,Stephen,Williams,1992-03-07,73679.85,2019-09-19
2343,Daniel,Moore,1984-01-30,33523.96,2018-11-15
2344,Deanna,Jones,1988-11-23,59548.69,2020-02-18
2345,Christina,Preston,1996-09-06,39119.73,2020-09-05
2346,Linda,Chang,1993-04-24,69347.16,2021-04-16
2347,Clinton,Armstrong,1987-02-06,86366.12,2018-06-07
2348,Joseph,Liu,1990-09-12,10049.55,2018-07-30
2349,Pamela,Doyle,1978-02-04,33466.79,2020-08-08
2350,Heather,Gates,1984-03-31,95209.69,2021-11-19
2351,Philip,Montes,1989-04-21,24829.86,2021-06-17
2352,Nancy,Fitzgerald,1999-04-04,69157.85,2018-12-02
2353,Derek,Meyers,1999-03-06,23257.34,2021-05-03
2354,Angela,Smith,1977-02-27,60995.39,2020-11-22
2355,Brandy,Chandler,2000-01-01,42843.71,2021-03-09
2356,Paul,Bates,1997-03-08,11072.69,2021-11-15
2357,Jennifer,Bowers,1978-02-10,78976.6,2021-12-19
2358,Erin,Gregory,1988-12-11,50810.06,2018-04-04
2359,Dustin,Smith,1978-11-10,24064.5,2019-08-26
2360,Zachary,Clements,1991-02-14,95557.84,2020-01-06
2361,Sherry,Blackwell,1990-03-10,62354.17,2020-02-07
2362,Anne,Hernandez,1982-01-29,6137.42,2018-02-19
2363,Megan,Cole,1994-03-21,31165.6,2018-10-07
2364,Brandon,Becker,1996-10-23,61900.83,2018-11-02
2365,Michael,Miller,1983-05-01,40824.58,2019-09-19
2366,Gary,Johnson,1984-07-20,22155.12,2021-05-30
2367,Joel,Lang,1978-02-11,92872.82,2020-08-06
2368,Daniel,Porter,1992-09-20,32929.84,2018-05-14
2369,Amanda,Butler,1995-08-24,32419.15,2019-01-18
2370,Patrick,Foster,1997-04-01,49243.5,2018-10-09
2371,Angela,Ramirez,1990-07-08,8655.93,2018-11-07
2372,Marilyn,Davis,1997-03-02,36320.59,2019-04-10
2373,Rhonda,Harris,1995-04-30,47148.79,2020-02-28
2374,Daniel,Hughes,1987-10-16,73141.61,2018-12-23
2375,Molly,Bradley,1991-01-06,50533.7,2020-03-05
2376,Kathleen,Salinas,1984-03-08,24985.47,2018-10-17
2377,Billy,Chang,1993-07-25,48791.63,2020-05-01
2378,Jennifer,Morrison,1989-10-12,14331.57,2018-06-28
2379,Mary,Grimes,1983-07-08,73573.29,2021-06-16
2380,Megan,King,1979-07-05,58286.81,2021-03-18
2381,Sally,Hobbs,1997-04-08,51505.91,2021-05-03
2382,Cynthia,Moss,1996-07-27,9433.26,2020-03-19
2383,William,Morales,1995-03-19,68537.5,2018-04-08
2384,David,Clark,1980-10-10,559.77,2021-04-18
2385,Andrew,Cervantes,1996-10-27,90989.07,2019-11-18
2386,Diane,Contreras,1995-09-05,72040.33,2018-01-05
2387,Vanessa,Barnes,1977-05-03,62079.42,2021-06-04
2388,Diana,Riley,1981-05-08,53235.06,2019-12-11
2389,Teresa,Stewart,1987-09-24,61456.16,2020-04-28
2390,Joseph,Hawkins,1984-10-07,1282.21,2019-09-27
2391,Jesus,Woodward,1993-08-07,49948.42,2018-08-23
2392,Kyle,Green,1994-11-11,28768.98,2021-03-27
2393,Joseph,Ewing,1992-06-22,89374.68,2020-12-31
2394,Nancy,Bailey,1979-03-01,60851.03,2018-03-20
2395,Dr.,Danielle,1998-12-02,97675.04,2019-01-06
2396,Daniel,Schmitt,1995-10-11,93361.22,2020-04-22
2397,Eric,Weber,1978-11-23,30664.91,2020-10-11
2398,John,Roth,1993-08-25,3389.23,2021-08-10
2399,Courtney,Gallegos,1986-03-03,74736.39,2021-06-12
2400,Carlos,Harris,1989-08-05,80712.09,2021-06-16
2401,Mary,James,1979-06-03,14437.23,2019-03-30
2402,Hannah,Acevedo,1984-01-09,77505.32,2021-11-30
2403,Mary,Coleman,1986-10-14,86781.73,2021-07-06
2404,James,Montoya,1983-06-30,2054.99,2021-09-28
2405,Stephanie,Mcknight,1983-04-11,75914.42,2020-08-06
2406,Randy,Wheeler,1995-10-01,56306.38,2019-03-03
2407,Kimberly,Arnold,1984-08-22,1672.42,2019-05-29
2408,Gregory,Leonard,1999-09-26,84924.43,2020-01-19
2409,Laura,Smith,1991-02-08,54282.65,2018-11-04
2410,Brenda,Anderson,1991-05-12,85953.68,2021-04-23
2411,James,Williams,1983-04-07,69039.94,2018-07-14
2412,Tamara,Mendez,1984-07-06,91998.55,2021-03-21
2413,Bruce,Mcguire,1978-12-24,9566.13,2018-06-29
2414,James,Smith,1987-04-07,10850.82,2020-09-23
2415,Gina,Henderson,1993-04-03,45122.07,2020-07-01
2416,Sarah,Benson,1983-05-16,52522.97,2019-06-26
2417,Bobby,Kirk,1997-01-23,42728.83,2018-12-17
2418,Jared,Meyer,1980-08-05,28397.06,2019-12-29
2419,Jennifer,Bowers,2000-01-02,26532.67,2021-11-23
2420,Michelle,Kelley,1987-05-24,8621.75,2019-05-04
2421,Mr.,Joseph,1999-03-20,77863.98,2018-04-22
2422,Patrick,Rose,1994-02-26,86403.42,2020-05-25
2423,Spencer,Rodriguez,1984-08-05,93839.01,2020-01-13
2424,Justin,Bailey,1988-09-27,72617.81,2018-01-16
2425,Robert,Jones,1997-07-16,61280.39,2020-07-30
2426,Jessica,Watson,1999-03-20,86768.04,2021-10-26
2427,Chelsea,Gutierrez,1989-10-10,98486.33,2018-12-02
2428,Peter,Johnson,1998-03-17,33200.65,2019-01-22
2429,Travis,Obrien,1995-12-28,65493.36,2018-05-06
2430,Patrick,Fritz,1989-01-08,93534.29,2021-08-28
2431,Kyle,Sims,1994-11-30,82452.9,2018-01-25
2432,Dawn,Smith,1990-09-18,82938.92,2020-02-27
2433,Eddie,Barnes,1998-10-23,12930.9,2021-05-06
2434,Kelsey,Waters,1980-12-24,64505.67,2020-12-08
2435,Victoria,Weaver,1999-09-04,36250.81,2018-04-21
2436,Jacob,Hudson,1988-10-12,83923.99,2018-02-11
2437,Hailey,Hughes,1995-10-06,35467.12,2019-11-16
2438,Clinton,Campbell,1995-06-01,3091.15,2021-11-08
2439,John,Mitchell,1989-08-07,6185.2,2019-05-11
2440,Phyllis,Rodriguez,1978-06-07,58600.08,2019-01-29
2441,Ryan,Dean,1996-05-14,13704.34,2018-03-05
2442,Chelsea,Hansen,1999-06-21,51699.2,2018-03-28
2443,Jonathan,Thomas,1985-08-10,23159.36,2021-03-05
2444,Keith,Smith,1999-07-03,75019.57,2018-07-31
2445,Jared,Reyes,1993-01-06,33631.72,2021-05-01
2446,Steven,Carter,1986-11-19,90802.35,2020-09-01
2447,Heather,Campbell,1996-09-09,71892.7,2020-03-30
2448,Michael,Soto,1987-02-18,41119.93,2020-05-12
2449,Michelle,Li,1999-01-27,18035.81,2020-06-14
2450,Steven,Jones,1978-07-22,69522.37,2020-05-02
2451,Mary,Brown,1997-09-29,89272.41,2019-01-15
2452,Amanda,Andrews,1992-10-12,66983.74,2021-10-05
2453,Jessica,Morris,1999-08-04,67860.6,2018-07-27
2454,Bradley,Hodge,1982-12-02,45590.3,2019-06-27
2455,Raymond,Jones,1984-08-29,37015.63,2018-08-03
2456,Donald,Choi,1978-07-12,38307.81,2018-06-10
2457,Ashley,Gonzalez,1998-11-29,55986.51,2018-06-16
2458,Keith,Webster,1982-05-12,32724.25,2019-03-17
2459,Emma,Taylor,1997-02-22,63262.62,2018-02-06
2460,Kaitlin,Berry,1989-12-31,40995.16,2020-03-15
2461,Christopher,Adams,1992-10-29,77438.3,2019-09-25
2462,Michael,Vaughn,1999-05-01,14377.86,2019-02-24
2463,Timothy,Graves,1980-07-02,17146.02,2020-10-08
2464,Ryan,Roberts,1995-09-29,86173.62,2020-09-26
2465,Elizabeth,Anderson,1981-07-16,25102.9,2020-04-02
2466,Brian,Little,1984-02-29,8543.3,2019-01-12
2467,Samantha,Cobb,1988-02-03,64549.22,2021-05-22
2468,Cindy,Castillo,1981-12-24,95547.26,2018-05-18
2469,John,Morse,1980-07-02,31450.05,2021-11-21
2470,John,Dawson,1999-02-05,25833.12,2019-09-06
2471,Gloria,Nelson,1982-12-13,18810.75,2021-12-22
2472,Sandra,Hodge,1992-05-09,42277.12,2018-05-08
2473,Samantha,Mcgrath,1982-06-01,81388.48,2018-06-10
2474,John,Savage,1980-10-11,54149.03,2019-07-28
2475,James,Greene,1979-11-02,18247.63,2020-04-13
2476,Michael,Simpson,1980-11-03,53495.51,2021-08-10
2477,Jason,Anderson,1996-07-13,5649.11,2018-03-09
2478,Lisa,Crosby,1978-05-26,78057.16,2020-02-04
2479,Dana,Johnson,1982-06-05,91025.03,2019-01-25
2480,Alex,Hoffman,1989-02-13,12986.11,2018-09-24
2481,Gene,Carter,1992-10-02,56234.4,2019-07-31
2482,William,Thomas,1993-10-04,66744.36,2021-06-28
2483,Marcia,Lee,1999-11-14,71122.15,2019-12-16
2484,Courtney,Villarreal,1997-12-31,37691.35,2021-03-28
2485,Joseph,Shepard,1987-11-22,13561.97,2018-05-28
2486,Jill,Flores,1982-06-18,11688.5,2021-05-04
2487,Kristin,Howell,1998-09-24,83948.06,2019-06-02
2488,Janet,Mercer,1981-05-31,35093.23,2020-12-16
2489,Michael,Sanchez,1996-02-07,81889.4,2019-11-20
2490,Erin,Velez,1986-04-05,53536.8,2020-10-05
2491,Shelly,Neal,1992-02-15,1691.16,2018-04-08
2492,Megan,Reid,1985-08-05,39529.67,2020-09-07
2493,Monique,Garner,1980-01-27,61751.94,2021-04-22
2494,Luke,Guzman,1993-02-25,11551.29,2018-04-14
2495,Anthony,Campbell,1995-08-20,93320.9,2021-02-08
2496,Cynthia,Stone,1991-04-14,21910.01,2020-01-29
2497,Matthew,Nguyen,1980-10-15,37990.5,2019-03-05
2498,James,Welch,1989-01-22,69183.05,2020-04-30
2499,Tyler,Johnson,1980-09-29,24164.94,2021-10-16
2500,Steven,Garcia,1978-05-31,70713.42,2018-10-19
2501,Gregory,Martinez,1977-05-21,26712.36,2021-03-25
2502,Allison,Koch,2000-03-02,7291.9,2018-07-20
2503,Brooke,Jackson,1984-06-06,38632.69,2018-12-10
2504,Hannah,Charles,1990-06-09,90390.32,2019-03-14
2505,Heather,Mitchell,1992-01-10,84950.68,2018-02-10
2506,Shawn,Black,2000-04-22,62633.82,2020-09-26
2507,David,Brooks,1998-01-27,77129.49,2020-05-10
2508,Teresa,Phillips,1991-03-30,14.71,2018-08-09
2509,Cynthia,Cabrera,1984-06-12,31149.65,2021-12-04
2510,Jason,Alexander,1994-02-05,76872.0,2018-02-16
2511,Lauren,Adams,1986-03-13,43847.62,2018-11-17
2512,Jonathan,Mitchell,1994-11-20,81707.64,2019-07-01
2513,Amanda,Gill,1977-12-07,75060.13,2020-12-24
2514,Gerald,Williams,1981-07-04,50147.64,2018-12-07
2515,Dennis,Marshall,1986-02-09,62044.01,2018-03-28
2516,Kimberly,Moore,1989-04-06,59378.95,2018-12-02
2517,Robert,Rodriguez,1995-05-15,70639.45,2020-11-07
2518,William,Barnes,1977-10-23,59121.32,2019-05-15
2519,Jeremiah,Thomas,1980-12-30,23036.86,2021-06-20
2520,Austin,Garcia,1982-08-02,17144.0,2019-04-21
2521,Scott,Allen,1993-07-02,9610.52,2021-04-10
2522,Tina,Rivera,1996-08-20,30119.39,2019-10-23
2523,Amanda,Hill,1992-03-11,39499.83,2021-02-25
2524,Steven,Hughes,1990-10-11,30607.73,2019-09-15
2525,Craig,Gonzales,1984-05-04,44998.4,2020-01-28
2526,Jamie,Smith,1992-11-05,52430.53,2018-03-02
2527,Tyler,Pearson,1990-03-31,86432.5,2020-08-04
2528,Richard,Bridges,1995-12-13,10271.2,2020-11-12
2529,Patrick,Rich,1980-09-10,29974.95,2020-06-05
2530,Patricia,Randall,1990-11-28,2048.59,2019-12-29
2531,Jamie,Page,1994-05-27,10291.4,2019-04-06
2532,Michael,Long,1979-09-16,51798.11,2021-06-15
2533,Crystal,Kerr,1986-12-14,72827.38,2020-11-16
2534,Brett,Kim,1999-05-28,67840.17,2019-11-22
2535,Stacy,Simpson,1988-06-09,80064.3,2019-02-26
2536,Ashley,Hawkins,2000-01-04,7583.99,2018-08-18
2537,Thomas,Lopez,2000-02-01,4382.37,2021-11-10
2538,Nathan,Ho,2000-05-20,87713.57,2021-01-15
2539,William,Hunt,1994-10-23,16984.5,2019-04-21
2540,Laura,Calhoun,1995-06-23,56749.68,2021-08-31
2541,Jennifer,Mills,1991-06-14,72311.25,2021-04-12
2542,Kristopher,Jones,1977-02-02,48211.91,2018-12-21
2543,William,Davis,1984-11-01,40097.74,2021-09-10
2544,Kyle,Turner,1990-09-05,48393.92,2018-05-21
2545,Samuel,Kim,1992-11-05,69723.79,2020-10-22
2546,Michelle,Wheeler,1986-03-06,40031.45,2020-08-30
2547,Adrian,Dean,1991-11-18,94260.59,2018-05-01
2548,Christopher,Bradley,1978-12-15,1529.49,2019-08-20
2549,John,Lawson,1981-01-20,55708.29,2019-09-04
2550,Valerie,Mendoza,1989-09-25,42650.45,2020-07-01
2551,Randy,Skinner,1984-09-01,9213.79,2018-03-01
2552,Tony,Burton,1982-11-24,60922.19,2021-12-18
2553,Richard,Mathis,1989-06-02,33794.69,2021-12-19
2554,Karen,Morales,1998-09-20,25937.06,2018-06-17
2555,Sherry,Bentley,1982-10-08,67483.34,2021-02-17
2556,Joel,Williams,1994-02-10,67494.97,2018-03-05
2557,Kerry,Dorsey,1994-07-01,54929.08,2021-04-18
2558,Christina,Martinez,1994-03-20,39423.12,2019-02-25
